role,seniority,seniority_level,workplace,loc_factor,required_exp,candidate_exp,exp_gap,n_required,n_matched,n_missing,match_ratio,n_extra_skills,avg_skill_demand,salary_expected,salary_gap_ratio,workplace_match,job_salary,fit
DevOps / SRE,Senior,3,HYBRID,1.05,8,5,-3,5,0,5,0.0,0,1.12,24900.0,-0.046,1,26100.0,0
Fullstack,Senior,3,REMOTE,1.0,8,7,-1,5,0,5,0.0,2,0.99,20000.0,0.0811,1,18500.0,0
Data / Python,Senior,3,REMOTE,1.0,12,11,-1,5,1,4,0.2,0,1.0,24000.0,0.0127,1,23700.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,3,1,-2,5,4,1,0.8,3,1.12,15300.0,0.0,0,15300.0,1
Fullstack,Pleno,2,HYBRID,1.05,3,6,3,5,5,0,1.0,3,0.99,18400.0,0.1871,1,15500.0,1
Data / Python,Senior,3,REMOTE,1.0,10,12,2,5,4,1,0.8,0,1.0,22300.0,0.0985,0,20300.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,5,8,3,5,2,3,0.4,2,1.2,17900.0,-0.0529,1,18900.0,0
Fullstack,Junior,1,HYBRID,1.05,1,3,2,5,2,3,0.4,1,0.99,9700.0,-0.0202,0,9900.0,0
Frontend React,Senior,3,REMOTE,1.0,10,10,0,5,1,4,0.2,2,0.97,19500.0,0.0955,1,17800.0,0
Fullstack,Pleno,2,REMOTE,1.0,4,1,-3,5,3,2,0.6,2,0.99,9700.0,-0.3742,1,15500.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,3,0,-3,5,2,3,0.4,4,0.99,11100.0,-0.293,1,15700.0,0
Data / Python,Junior,1,REMOTE,1.0,2,1,-1,5,4,1,0.8,0,1.0,8800.0,-0.102,1,9800.0,0
Fullstack,Pleno,2,REMOTE,1.0,4,7,3,5,3,2,0.6,1,0.99,8700.0,-0.3095,1,12600.0,1
Data / Python,Junior,1,HYBRID,1.05,1,3,2,5,1,4,0.2,1,1.0,8100.0,-0.3361,0,12200.0,0
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,3,2,0.6,2,0.99,9400.0,-0.0874,0,10300.0,1
Backend Node.js,Junior,1,HYBRID,1.05,0,1,1,5,3,2,0.6,2,0.99,9500.0,0.0106,0,9400.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,2,5,3,5,2,3,0.4,1,1.2,10200.0,-0.0811,0,11100.0,0
Fullstack,Junior,1,ONSITE,1.1,0,2,2,5,0,5,0.0,3,0.99,12200.0,-0.024,0,12500.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,7,7,0,5,3,2,0.6,4,1.12,16900.0,-0.2283,1,21900.0,1
Fullstack,Senior,3,ONSITE,1.1,6,4,-2,5,3,2,0.6,0,0.99,24500.0,0.2437,1,19700.0,0
Data / Python,Pleno,2,ONSITE,1.1,4,3,-1,5,2,3,0.4,4,1.0,16800.0,-0.134,1,19400.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,2,0,-2,5,3,2,0.6,2,1.12,10600.0,-0.1311,1,12200.0,0
Backend Node.js,Junior,1,HYBRID,1.05,0,0,0,5,0,5,0.0,0,0.99,11600.0,0.1485,0,10100.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,6,1,5,1,4,0.2,0,1.2,16800.0,-0.1111,1,18900.0,0
Data / Python,Junior,1,ONSITE,1.1,2,0,-2,5,4,1,0.8,4,1.0,10000.0,-0.0909,1,11000.0,1
Data / Python,Pleno,2,HYBRID,1.05,3,0,-3,5,4,1,0.8,1,1.0,10300.0,-0.3563,1,16000.0,1
Fullstack,Pleno,2,ONSITE,1.1,3,5,2,5,4,1,0.8,0,0.99,16100.0,-0.0359,0,16700.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,3,3,5,3,2,0.6,4,1.2,11800.0,-0.0084,1,11900.0,1
Fullstack,Junior,1,ONSITE,1.1,2,4,2,5,0,5,0.0,0,0.99,9200.0,-0.1712,1,11100.0,0
Data / Python,Senior,3,REMOTE,1.0,11,10,-1,5,5,0,1.0,4,1.0,17000.0,-0.2377,1,22300.0,1
DevOps / SRE,Pleno,2,REMOTE,1.0,4,7,3,5,5,0,1.0,2,1.12,15700.0,-0.0542,1,16600.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,1,2,1,5,2,3,0.4,2,1.2,16100.0,0.1338,0,14200.0,1
Data / Python,Senior,3,HYBRID,1.05,6,9,3,5,3,2,0.6,4,1.0,29600.0,0.2282,0,24100.0,1
Fullstack,Senior,3,HYBRID,1.05,11,14,3,5,3,2,0.6,2,0.99,23000.0,0.055,1,21800.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,3,3,0,5,3,2,0.6,2,0.99,14100.0,-0.1132,1,15900.0,1
Machine Learning Eng.,Senior,3,HYBRID,1.05,12,14,2,5,4,1,0.8,0,1.2,31700.0,0.0497,1,30200.0,1
Fullstack,Pleno,2,HYBRID,1.05,5,5,0,5,5,0,1.0,3,0.99,12800.0,-0.2,1,16000.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,2,3,0.4,0,1.12,12700.0,0.0672,1,11900.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,3,3,0,5,4,1,0.8,0,1.12,23100.0,0.1608,1,19900.0,1
Data / Python,Junior,1,ONSITE,1.1,2,3,1,5,5,0,1.0,1,1.0,9500.0,-0.1739,0,11500.0,1
Data / Python,Pleno,2,ONSITE,1.1,5,6,1,5,3,2,0.6,3,1.0,15400.0,-0.1299,1,17700.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,6,1,5,0,5,0.0,3,1.2,19600.0,-0.0297,1,20200.0,0
Frontend React,Senior,3,ONSITE,1.1,10,7,-3,5,5,0,1.0,1,0.97,19300.0,-0.1535,1,22800.0,1
Frontend React,Junior,1,ONSITE,1.1,0,0,0,5,1,4,0.2,0,0.97,9000.0,0.0345,1,8700.0,0
Frontend React,Junior,1,ONSITE,1.1,1,0,-1,5,4,1,0.8,4,0.97,8900.0,-0.022,1,9100.0,1
Fullstack,Junior,1,ONSITE,1.1,2,3,1,5,2,3,0.4,0,0.99,8100.0,-0.2286,1,10500.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,5,2,-3,5,4,1,0.8,3,1.12,18900.0,0.1118,1,17000.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,4,7,3,5,1,4,0.2,4,1.2,17200.0,-0.1443,1,20100.0,1
Backend Node.js,Junior,1,ONSITE,1.1,1,0,-1,5,1,4,0.2,3,0.99,7500.0,-0.3421,0,11400.0,0
Fullstack,Junior,1,HYBRID,1.05,0,3,3,5,0,5,0.0,2,0.99,9700.0,-0.0673,1,10400.0,0
Data / Python,Senior,3,HYBRID,1.05,12,11,-1,5,1,4,0.2,2,1.0,22600.0,0.0561,0,21400.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,4,1,5,3,2,0.6,2,1.0,12600.0,-0.227,0,16300.0,1
Data / Python,Senior,3,ONSITE,1.1,10,7,-3,5,5,0,1.0,1,1.0,26400.0,0.0954,1,24100.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,1,4,3,5,5,0,1.0,2,1.12,13600.0,0.1724,0,11600.0,1
Backend Node.js,Junior,1,REMOTE,1.0,0,2,2,5,2,3,0.4,2,0.99,9800.0,-0.0485,1,10300.0,1
Fullstack,Pleno,2,ONSITE,1.1,3,2,-1,5,2,3,0.4,3,0.99,16700.0,-0.0291,1,17200.0,0
Frontend React,Pleno,2,HYBRID,1.05,5,7,2,5,1,4,0.2,4,0.97,12100.0,-0.097,0,13400.0,0
Backend Node.js,Senior,3,REMOTE,1.0,10,13,3,5,2,3,0.4,3,0.99,22700.0,0.1182,1,20300.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,1,1,0,5,1,4,0.2,4,1.12,10600.0,-0.2206,0,13600.0,0
Fullstack,Junior,1,HYBRID,1.05,2,0,-2,5,4,1,0.8,3,0.99,10400.0,0.0612,1,9800.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,0,0,0,5,2,3,0.4,3,1.2,12500.0,-0.0876,1,13700.0,0
Data / Python,Junior,1,ONSITE,1.1,2,2,0,5,0,5,0.0,4,1.0,11100.0,-0.0976,1,12300.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,4,6,2,5,3,2,0.6,0,0.99,14400.0,0.036,1,13900.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,5,3,-2,5,4,1,0.8,3,0.99,14700.0,-0.1091,1,16500.0,0
Data / Python,Pleno,2,ONSITE,1.1,4,7,3,5,4,1,0.8,0,1.0,16100.0,-0.0904,1,17700.0,1
Data / Python,Senior,3,ONSITE,1.1,7,8,1,5,4,1,0.8,4,1.0,26800.0,0.1404,0,23500.0,1
Frontend React,Junior,1,ONSITE,1.1,2,3,1,5,3,2,0.6,1,0.97,7200.0,-0.2174,0,9200.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,3,6,3,5,1,4,0.2,2,0.99,14700.0,0.0208,0,14400.0,0
Backend Node.js,Junior,1,HYBRID,1.05,2,2,0,5,2,3,0.4,4,0.99,11800.0,0.2688,1,9300.0,0
Frontend React,Pleno,2,REMOTE,1.0,5,7,2,5,0,5,0.0,0,0.97,14400.0,0.0746,0,13400.0,0
Fullstack,Junior,1,HYBRID,1.05,0,3,3,5,3,2,0.6,0,0.99,12400.0,0.3478,1,9200.0,1
Fullstack,Senior,3,REMOTE,1.0,10,12,2,5,2,3,0.4,1,0.99,15500.0,-0.2365,0,20300.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,10,11,1,5,4,1,0.8,1,1.12,17700.0,-0.354,1,27400.0,1
Fullstack,Junior,1,ONSITE,1.1,2,5,3,5,3,2,0.6,4,0.99,13200.0,0.2222,1,10800.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,5,2,5,5,0,1.0,0,1.2,23400.0,0.1196,0,20900.0,1
Fullstack,Junior,1,ONSITE,1.1,0,0,0,5,0,5,0.0,3,0.99,11000.0,-0.0598,1,11700.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,3,5,2,5,2,3,0.4,3,0.99,13200.0,-0.0704,1,14200.0,1
Fullstack,Senior,3,ONSITE,1.1,12,14,2,5,4,1,0.8,2,0.99,27000.0,0.0843,1,24900.0,1
Fullstack,Pleno,2,HYBRID,1.05,4,4,0,5,4,1,0.8,2,0.99,14000.0,-0.1358,1,16200.0,1
Frontend React,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,4,0.97,10500.0,0.25,1,8400.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,4,1,-3,5,0,5,0.0,4,1.12,12400.0,-0.3187,1,18200.0,0
Data / Python,Junior,1,HYBRID,1.05,0,2,2,5,5,0,1.0,3,1.0,10400.0,-0.028,0,10700.0,1
Frontend React,Pleno,2,REMOTE,1.0,5,5,0,5,5,0,1.0,1,0.97,6200.0,-0.4746,1,11800.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,1,1,0,5,5,0,1.0,3,1.2,14900.0,0.1462,0,13000.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,2,1.12,10500.0,-0.0094,0,10600.0,0
Fullstack,Junior,1,REMOTE,1.0,0,2,2,5,0,5,0.0,4,0.99,12900.0,0.29,0,10000.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,2,0,-2,5,2,3,0.4,1,1.12,11400.0,-0.2138,1,14500.0,0
Fullstack,Junior,1,HYBRID,1.05,1,0,-1,5,4,1,0.8,3,0.99,12900.0,0.2056,1,10700.0,1
Backend Node.js,Senior,3,HYBRID,1.05,6,4,-2,5,3,2,0.6,0,0.99,15700.0,-0.199,0,19600.0,0
Backend Node.js,Junior,1,HYBRID,1.05,2,0,-2,5,1,4,0.2,3,0.99,8800.0,0.0,1,8800.0,0
Frontend React,Pleno,2,REMOTE,1.0,5,2,-3,5,1,4,0.2,4,0.97,13300.0,0.031,1,12900.0,0
Frontend React,Junior,1,ONSITE,1.1,0,3,3,5,2,3,0.4,4,0.97,6300.0,-0.3077,0,9100.0,1
Data / Python,Pleno,2,REMOTE,1.0,5,4,-1,5,4,1,0.8,4,1.0,19500.0,0.1538,1,16900.0,1
Fullstack,Senior,3,REMOTE,1.0,6,9,3,5,4,1,0.8,4,0.99,20300.0,0.1033,1,18400.0,1
DevOps / SRE,Pleno,2,HYBRID,1.05,3,2,-1,5,1,4,0.2,0,1.12,18300.0,0.0893,1,16800.0,0
Fullstack,Senior,3,HYBRID,1.05,7,10,3,5,3,2,0.6,0,0.99,23000.0,0.0502,1,21900.0,1
Machine Learning Eng.,Senior,3,HYBRID,1.05,6,4,-2,5,1,4,0.2,2,1.2,35900.0,0.2337,1,29100.0,0
Backend Node.js,Senior,3,HYBRID,1.05,12,15,3,5,5,0,1.0,2,0.99,17600.0,-0.0928,1,19400.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,4,1,5,5,0,1.0,3,1.2,15000.0,-0.1979,0,18700.0,1
Fullstack,Senior,3,REMOTE,1.0,12,14,2,5,4,1,0.8,3,0.99,21400.0,0.0439,1,20500.0,1
Data / Python,Senior,3,REMOTE,1.0,6,6,0,5,3,2,0.6,4,1.0,26800.0,0.1806,0,22700.0,1
Backend Node.js,Senior,3,REMOTE,1.0,7,8,1,5,1,4,0.2,1,0.99,12200.0,-0.3107,0,17700.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,2,3,1,5,0,5,0.0,2,1.2,14600.0,0.0282,1,14200.0,0
Frontend React,Junior,1,HYBRID,1.05,2,1,-1,5,1,4,0.2,4,0.97,8400.0,-0.087,0,9200.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,3,2,-1,5,4,1,0.8,3,0.99,16800.0,0.0769,0,15600.0,0
Frontend React,Pleno,2,REMOTE,1.0,4,5,1,5,5,0,1.0,4,0.97,6700.0,-0.4806,1,12900.0,1
Frontend React,Junior,1,ONSITE,1.1,1,2,1,5,1,4,0.2,4,0.97,8400.0,-0.0769,0,9100.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,4,3,-1,5,3,2,0.6,4,0.99,12700.0,-0.0522,1,13400.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,4,6,2,5,4,1,0.8,3,1.2,20600.0,0.0148,0,20300.0,1
Frontend React,Senior,3,HYBRID,1.05,9,10,1,5,3,2,0.6,3,0.97,20000.0,0.0204,1,19600.0,1
Data / Python,Senior,3,ONSITE,1.1,9,9,0,5,4,1,0.8,2,1.0,16600.0,-0.2095,0,21000.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,0,1,1,5,2,3,0.4,2,1.2,12800.0,-0.0229,1,13100.0,0
Frontend React,Junior,1,ONSITE,1.1,2,0,-2,5,0,5,0.0,2,0.97,10300.0,0.1705,1,8800.0,0
Fullstack,Junior,1,HYBRID,1.05,1,3,2,5,1,4,0.2,4,0.99,9000.0,-0.1176,1,10200.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,5,2,-3,5,5,0,1.0,3,1.12,15700.0,-0.215,1,20000.0,1
Fullstack,Junior,1,REMOTE,1.0,2,4,2,5,4,1,0.8,0,0.99,8000.0,-0.1489,1,9400.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,5,2,5,4,1,0.8,1,1.2,19500.0,0.0598,1,18400.0,1
Frontend React,Pleno,2,ONSITE,1.1,5,2,-3,5,0,5,0.0,3,0.97,12400.0,-0.1389,0,14400.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,4,6,2,5,5,0,1.0,3,0.99,13700.0,-0.0805,0,14900.0,1
DevOps / SRE,Pleno,2,REMOTE,1.0,4,1,-3,5,2,3,0.4,2,1.12,16100.0,-0.1701,0,19400.0,0
Frontend React,Senior,3,HYBRID,1.05,6,7,1,5,3,2,0.6,0,0.97,17100.0,-0.114,1,19300.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,12,12,0,5,0,5,0.0,4,1.12,14600.0,-0.3734,1,23300.0,0
Data / Python,Junior,1,HYBRID,1.05,1,0,-1,5,3,2,0.6,2,1.0,9100.0,-0.1947,1,11300.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,0,-3,5,3,2,0.6,0,1.2,18100.0,-0.1381,0,21000.0,0
Backend Node.js,Senior,3,ONSITE,1.1,6,6,0,5,5,0,1.0,4,0.99,22400.0,0.0228,0,21900.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,6,3,5,0,5,0.0,0,1.2,29300.0,0.3318,0,22000.0,0
Backend Node.js,Senior,3,REMOTE,1.0,10,10,0,5,2,3,0.4,0,0.99,20500.0,0.0049,1,20400.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,0,0,0,5,2,3,0.4,2,1.12,13400.0,-0.0147,1,13600.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,1,0,-1,5,1,4,0.2,3,1.12,12400.0,0.1923,1,10400.0,0
Frontend React,Pleno,2,HYBRID,1.05,4,5,1,5,2,3,0.4,4,0.97,10100.0,-0.3082,0,14600.0,0
Fullstack,Pleno,2,HYBRID,1.05,3,6,3,5,2,3,0.4,0,0.99,12600.0,-0.2455,1,16700.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,1,0,-1,5,1,4,0.2,1,1.12,15200.0,0.1603,1,13100.0,0
Backend Node.js,Senior,3,ONSITE,1.1,11,14,3,5,0,5,0.0,3,0.99,22900.0,0.101,1,20800.0,0
Data / Python,Senior,3,HYBRID,1.05,8,11,3,5,3,2,0.6,4,1.0,22300.0,-0.1521,1,26300.0,1
Frontend React,Pleno,2,ONSITE,1.1,5,6,1,5,2,3,0.4,1,0.97,12200.0,-0.0827,0,13300.0,0
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,4,1,0.8,2,0.99,8400.0,0.0,1,8400.0,1
Backend Node.js,Pleno,2,REMOTE,1.0,5,5,0,5,0,5,0.0,4,0.99,11600.0,-0.0866,1,12700.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,1,1,0,5,0,5,0.0,3,1.12,14200.0,0.084,1,13100.0,0
Data / Python,Junior,1,ONSITE,1.1,1,0,-1,5,2,3,0.4,2,1.0,12800.0,0.1852,0,10800.0,0
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,3,2,0.6,0,0.99,8900.0,-0.1275,1,10200.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,10,1,5,5,0,1.0,1,1.2,26100.0,-0.1714,1,31500.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,0,1,1,5,0,5,0.0,4,1.12,15200.0,0.2063,1,12600.0,0
Frontend React,Pleno,2,REMOTE,1.0,5,2,-3,5,0,5,0.0,2,0.97,15900.0,0.1606,1,13700.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,3,3,0,5,5,0,1.0,2,1.12,14200.0,-0.2067,0,17900.0,1
Fullstack,Senior,3,REMOTE,1.0,11,11,0,5,1,4,0.2,4,0.99,26500.0,0.2383,1,21400.0,0
Data / Python,Senior,3,REMOTE,1.0,10,13,3,5,3,2,0.6,3,1.0,24500.0,-0.0824,0,26700.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,5,3,-2,5,1,4,0.2,2,1.2,13000.0,-0.2857,1,18200.0,0
Frontend React,Senior,3,REMOTE,1.0,6,6,0,5,3,2,0.6,2,0.97,21700.0,0.1481,1,18900.0,0
Fullstack,Pleno,2,ONSITE,1.1,4,6,2,5,4,1,0.8,2,0.99,14300.0,-0.0833,1,15600.0,1
Frontend React,Senior,3,REMOTE,1.0,11,10,-1,5,1,4,0.2,3,0.97,12700.0,-0.3553,0,19700.0,0
Backend Node.js,Junior,1,REMOTE,1.0,0,0,0,5,3,2,0.6,0,0.99,8100.0,-0.0795,0,8800.0,0
Fullstack,Pleno,2,HYBRID,1.05,4,4,0,5,3,2,0.6,4,0.99,23700.0,0.339,1,17700.0,1
Backend Node.js,Senior,3,REMOTE,1.0,9,9,0,5,0,5,0.0,1,0.99,16900.0,-0.1289,0,19400.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,5,8,3,5,4,1,0.8,4,0.99,12000.0,-0.1241,0,13700.0,1
Fullstack,Pleno,2,HYBRID,1.05,5,6,1,5,3,2,0.6,0,0.99,16200.0,-0.0061,0,16300.0,1
Frontend React,Senior,3,ONSITE,1.1,7,4,-3,5,0,5,0.0,4,0.97,20200.0,0.0202,1,19800.0,0
Frontend React,Junior,1,REMOTE,1.0,1,2,1,5,2,3,0.4,4,0.97,7100.0,-0.2366,1,9300.0,1
Frontend React,Pleno,2,REMOTE,1.0,5,2,-3,5,3,2,0.6,0,0.97,16100.0,0.229,1,13100.0,0
Data / Python,Pleno,2,HYBRID,1.05,4,2,-2,5,2,3,0.4,0,1.0,23100.0,0.3832,0,16700.0,0
Backend Node.js,Junior,1,REMOTE,1.0,1,4,3,5,3,2,0.6,3,0.99,8500.0,0.0897,0,7800.0,1
Backend Node.js,Junior,1,ONSITE,1.1,2,5,3,5,5,0,1.0,2,0.99,10900.0,0.0686,0,10200.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,4,1,5,1,4,0.2,0,1.2,19100.0,-0.0591,0,20300.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,8,11,3,5,2,3,0.4,3,1.12,21000.0,-0.258,0,28300.0,1
DevOps / SRE,Pleno,2,REMOTE,1.0,5,6,1,5,5,0,1.0,1,1.12,18400.0,0.0514,1,17500.0,1
Fullstack,Junior,1,ONSITE,1.1,1,2,1,5,3,2,0.6,3,0.99,12300.0,0.2812,0,9600.0,1
Data / Python,Pleno,2,REMOTE,1.0,5,3,-2,5,2,3,0.4,3,1.0,19900.0,0.118,1,17800.0,0
Data / Python,Senior,3,HYBRID,1.05,10,8,-2,5,5,0,1.0,2,1.0,20000.0,-0.1228,0,22800.0,1
DevOps / SRE,Pleno,2,REMOTE,1.0,3,5,2,5,0,5,0.0,3,1.12,22500.0,0.148,1,19600.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,4,5,1,5,0,5,0.0,3,1.2,12500.0,-0.4369,1,22200.0,0
Fullstack,Senior,3,HYBRID,1.05,10,10,0,5,3,2,0.6,4,0.99,25100.0,0.1306,1,22200.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,1,1,0,5,1,4,0.2,4,1.12,12600.0,0.0413,0,12100.0,0
Data / Python,Junior,1,ONSITE,1.1,2,4,2,5,1,4,0.2,3,1.0,12000.0,0.0714,1,11200.0,0
Frontend React,Junior,1,ONSITE,1.1,2,1,-1,5,1,4,0.2,0,0.97,5800.0,-0.3895,0,9500.0,0
Data / Python,Pleno,2,REMOTE,1.0,5,8,3,5,4,1,0.8,0,1.0,15100.0,-0.1012,1,16800.0,1
Frontend React,Pleno,2,HYBRID,1.05,5,4,-1,5,1,4,0.2,2,0.97,12500.0,-0.0876,1,13700.0,0
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,0,5,0.0,2,0.99,8700.0,-0.1212,1,9900.0,0
Frontend React,Pleno,2,ONSITE,1.1,3,3,0,5,3,2,0.6,4,0.97,11700.0,-0.2548,1,15700.0,1
Fullstack,Junior,1,REMOTE,1.0,0,0,0,5,0,5,0.0,0,0.99,13100.0,0.2843,0,10200.0,0
Fullstack,Junior,1,HYBRID,1.05,0,3,3,5,4,1,0.8,3,0.99,12000.0,0.0169,1,11800.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,3,2,0.6,3,1.2,12000.0,-0.1667,1,14400.0,1
Machine Learning Eng.,Senior,3,REMOTE,1.0,8,10,2,5,1,4,0.2,1,1.2,19700.0,-0.2335,0,25700.0,0
Data / Python,Senior,3,REMOTE,1.0,12,14,2,5,3,2,0.6,0,1.0,28300.0,0.2412,0,22800.0,1
Fullstack,Senior,3,ONSITE,1.1,6,9,3,5,3,2,0.6,2,0.99,18300.0,-0.2469,0,24300.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,8,8,0,5,4,1,0.8,3,1.2,36300.0,0.1415,0,31800.0,1
Data / Python,Junior,1,HYBRID,1.05,2,2,0,5,0,5,0.0,3,1.0,13800.0,0.2212,1,11300.0,0
Backend Node.js,Junior,1,ONSITE,1.1,2,0,-2,5,5,0,1.0,0,0.99,9300.0,-0.1913,0,11500.0,1
Frontend React,Senior,3,REMOTE,1.0,10,10,0,5,5,0,1.0,4,0.97,17400.0,-0.0057,1,17500.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,3,1,-2,5,1,4,0.2,4,0.99,15500.0,0.0473,1,14800.0,0
Fullstack,Senior,3,ONSITE,1.1,10,12,2,5,4,1,0.8,0,0.99,21600.0,-0.069,0,23200.0,1
Frontend React,Junior,1,REMOTE,1.0,1,4,3,5,4,1,0.8,3,0.97,9500.0,0.0106,1,9400.0,1
Frontend React,Junior,1,ONSITE,1.1,1,0,-1,5,2,3,0.4,3,0.97,9300.0,0.0568,1,8800.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,7,5,-2,5,3,2,0.6,2,1.12,26300.0,0.1485,0,22900.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,5,7,2,5,3,2,0.6,1,1.12,19100.0,0.0495,1,18200.0,1
Frontend React,Junior,1,REMOTE,1.0,2,0,-2,5,0,5,0.0,4,0.97,7600.0,-0.1059,1,8500.0,0
Fullstack,Junior,1,REMOTE,1.0,1,0,-1,5,2,3,0.4,2,0.99,7500.0,-0.1379,1,8700.0,0
Frontend React,Senior,3,REMOTE,1.0,12,15,3,5,2,3,0.4,1,0.97,22200.0,0.1935,0,18600.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,1,4,3,5,0,5,0.0,0,1.2,13000.0,-0.058,1,13800.0,0
Fullstack,Pleno,2,ONSITE,1.1,5,3,-2,5,4,1,0.8,1,0.99,18600.0,0.2828,1,14500.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,4,-1,5,0,5,0.0,3,1.2,18500.0,-0.0314,0,19100.0,0
Frontend React,Senior,3,HYBRID,1.05,10,8,-2,5,3,2,0.6,2,0.97,20000.0,0.2195,1,16400.0,0
Backend Node.js,Pleno,2,ONSITE,1.1,3,5,2,5,3,2,0.6,4,0.99,11700.0,-0.2403,1,15400.0,1
Data / Python,Junior,1,HYBRID,1.05,2,1,-1,5,4,1,0.8,0,1.0,10800.0,0.0286,0,10500.0,1
DevOps / SRE,Pleno,2,REMOTE,1.0,5,2,-3,5,2,3,0.4,4,1.12,12200.0,-0.3222,1,18000.0,0
Fullstack,Junior,1,HYBRID,1.05,1,4,3,5,1,4,0.2,3,0.99,10600.0,0.06,1,10000.0,1
Backend Node.js,Senior,3,REMOTE,1.0,7,8,1,5,3,2,0.6,2,0.99,16700.0,-0.1932,0,20700.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,0,5,0.0,3,1.12,10900.0,-0.0917,0,12000.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,5,8,3,5,4,1,0.8,1,1.12,26900.0,0.2512,1,21500.0,1
Data / Python,Pleno,2,ONSITE,1.1,4,7,3,5,4,1,0.8,3,1.0,14600.0,-0.1361,1,16900.0,1
Frontend React,Senior,3,HYBRID,1.05,11,9,-2,5,3,2,0.6,2,0.97,20000.0,0.087,0,18400.0,0
Machine Learning Eng.,Junior,1,REMOTE,1.0,2,1,-1,5,0,5,0.0,1,1.2,10700.0,-0.1157,1,12100.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,8,11,3,5,5,0,1.0,4,1.12,17500.0,-0.3243,0,25900.0,1
